Ambrosia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amelanchier,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ammophila,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amoora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amoreuxia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amorphophallus,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ampelopsis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amphibromus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Amphoricarpos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amsinckia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amyema,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amylotheca,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anacamptis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anacyclus,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anagallis,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ananas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Androcymbium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andropogon,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Andryala,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anemanthele,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anemarrhena,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anemone,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anemopsis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anethum,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angelica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annona,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anogeissus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anomatheca,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anredera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ansellia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthemis,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthericum,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthocephalus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthospermum,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthoxanthum,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthriscus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthurium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthyllis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antirrhinum,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anubias,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apera,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aphanes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aphyllanthes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aponogeton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aporocactus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aquilegia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arabidopsis,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arabis,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arachis,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Archidendron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Archontophoenix,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arctostaphylos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ardisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Areca,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aremonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arenaria,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argemone,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argyranthemum,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argyrolobium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arisaema,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arisarum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aristolochia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armoracia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aronia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arrhenatherum,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arrhenechtites,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Artedia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Artemisia,36,0,19,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Arthropodium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Artocarpus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arum,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Aruncus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arundo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asarum,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asclepias,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asimina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Askellia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asparagus,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asphodeline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asphodelus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aspidistra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Astelia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Aster,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Astragalus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Astrodaucus,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Astrophytum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atalantia,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atractylis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atriplex,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atropa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aubrieta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aucuba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australopyrum,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austrobaileya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austrodanthonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austrofestuca,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austrostipa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avena,10,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Avenella,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avenula,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Averrhoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azadirachta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azorina,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Babiana,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacopa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bactris,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baileya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banksia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barkeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barringtonia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bauhinia,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beaucarnea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beccariophoenix,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Begonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellevalia,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bellidiastrum,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benincasa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benthamina,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bentinckia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berberidopsis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Berberis,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berrya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berteroa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beta,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Betonica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Betula,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biarum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bidens,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billbergia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bischofia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biscutella,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biserrula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bismarckia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bituminaria,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bixa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blackstonia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blandfordia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blepharocalyx,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bletilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blighia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boechera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boenninghausenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Borago,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Borassus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boreava,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bornmuellera,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Borzicactus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bosea,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boswellia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bougainvillea,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bouteloua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bouvardia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bowiea,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brachanthemum,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brachychiton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brachycome,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brachypodium,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brahea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brasenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brassia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brassica,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bridelia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brighamia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brimeura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Briza,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brocchinia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bromus,16,0,14,0,16,0,7,0,1,0,1,0,0,0,0,0,0,0
Broughtonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Broussonetia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryonia,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buchloe,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buddleja,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulbine,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulbinella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulbophyllum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulnesia,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bunias,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buphthalmum,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bupleurum,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Butea,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Butomus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buxus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Byblis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bystropogon,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cadetia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caesalpinia,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cajanus,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cakile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caladium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calamagrostis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calamus,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calandrinia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calanthe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calathea,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calceolaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calepina,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calibanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calibrachoa,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callisia,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Callistemon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callitriche,6,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Calochortus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caltha,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Calycadenia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calycanthus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calyptranthes,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calyptrogyne,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calystegia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camassia,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camellia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campanula,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campelia,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campomanesia,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylanthus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cananga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canarina,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canna,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cannabis,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canotia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capsella,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capsicum,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caragana,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cardamine,2,0,4,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0
Cardaminopsis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cardiocrinum,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carduus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carex,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlina,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carludovica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carnegiea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carpinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carrichtera,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carthamus,13,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Carum,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carya,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caryota,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casearia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casimiroa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cassia,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castanea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castanospermum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castellia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casuarina,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catabrosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catharanthus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cattleya,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Catunaregam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caucalis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caulanthus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ceballosia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ceiba,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Celosia,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Celtis,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cenchrus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Centaurea,21,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Centaurium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Centranthus,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
